,Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
3768,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Bell peppers,573554.9955353289,716943.744419161,3660.6197853003923,1437525.389687464
3769,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Zucchini,463779.2985585652,579724.1231982065,2738.9160990638916,1075572.3521023903
3770,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Medium,High-tech,Strawberries,437645.1281603737,547056.4102004671,5415.7119866032035,2126750.0971390777
3771,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Roses,562669.9368298417,703337.4210373021,6670.795689230431,2619621.46716079
3772,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Lettuce,696798.568422077,870998.2105275963,4129.410049147978,1621619.3263004108
3773,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Spinach,697718.8263243156,872148.5329053946,3935.5708984166945,1545498.6918082358
3774,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Broccoli,699404.6919070412,874255.8648838014,4544.926910324697,1784792.7976845084
3775,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Basil,676034.8012301984,845043.5015377479,6374.196314108713,2503146.8925504913
3776,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Tomatoes,940192.8468784626,1175241.0585980783,5504.154577545425,2161481.5026020883
3777,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Bell peppers,819364.2793361843,1024205.34917023,5214.506606191209,2047736.7442512878
3778,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Zucchini,662541.8550836646,828177.3188545806,3893.4548796173076,1528959.7312257166
3779,"Amarillo, Texas",35.20729,-101.8371192,Plant Factory,Large,High-tech,Strawberries,625207.325943391,781509.1574292385,7714.863583163298,3029626.929108227
3780,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Roses,335669.47262676933,335669.47262676933,0.0,0.0
3781,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Lettuce,422768.1601081732,422768.1601081732,0.0,0.0
3782,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Spinach,423362.6300213149,423362.6300213149,0.0,0.0
3783,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Broccoli,426043.25808011816,426043.25808011816,0.0,0.0
3784,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Basil,405093.1953405403,405093.1953405403,0.0,0.0
3785,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Tomatoes,560969.5029179686,560969.5029179686,0.0,0.0
3786,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Bell peppers,491444.51909017377,491444.51909017377,0.0,0.0
3787,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Zucchini,402006.5364643013,402006.5364643013,0.0,0.0
3788,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,Low-tech,Strawberries,379042.52032855706,379042.52032855706,0.0,0.0
3789,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Roses,335669.47262676933,335669.47262676933,29.20896,11470.358592
3790,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Lettuce,422768.1601081732,422768.1601081732,29.20896,11470.358592
3791,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Spinach,423362.6300213149,423362.6300213149,29.20896,11470.358592
3792,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Broccoli,426043.25808011816,426043.25808011816,29.20896,11470.358592
3793,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Basil,405093.1953405403,405093.1953405403,29.20896,11470.358592
3794,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Tomatoes,560969.5029179686,560969.5029179686,29.20896,11470.358592
3795,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Bell peppers,491444.51909017377,491444.51909017377,29.20896,11470.358592
3796,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Zucchini,402006.5364643013,402006.5364643013,29.20896,11470.358592
3797,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Small,High-tech,Strawberries,379042.52032855706,379042.52032855706,29.20896,11470.358592
3798,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Roses,587421.5770968464,587421.5770968464,0.0,0.0
3799,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Lettuce,739844.2801893032,739844.2801893032,0.0,0.0
3800,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Spinach,740884.602537301,740884.602537301,0.0,0.0
3801,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Broccoli,745575.7016402067,745575.7016402067,0.0,0.0
3802,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Basil,708913.0918459453,708913.0918459453,0.0,0.0
3803,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Tomatoes,981696.6301064452,981696.6301064452,0.0,0.0
3804,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Bell peppers,860027.9084078041,860027.9084078041,0.0,0.0
3805,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Zucchini,703511.4388125272,703511.4388125272,0.0,0.0
3806,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,Low-tech,Strawberries,663324.4105749748,663324.4105749748,0.0,0.0
3807,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Roses,587421.5770968464,587421.5770968464,55.82375,21921.986624999998
3808,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Lettuce,739844.2801893032,739844.2801893032,55.82375,21921.986624999998
3809,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Spinach,740884.602537301,740884.602537301,55.82375,21921.986624999998
3810,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Broccoli,745575.7016402067,745575.7016402067,55.82375,21921.986624999998
3811,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Basil,708913.0918459453,708913.0918459453,55.82375,21921.986624999998
3812,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Tomatoes,981696.6301064452,981696.6301064452,55.82375,21921.986624999998
3813,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Bell peppers,860027.9084078041,860027.9084078041,55.82375,21921.986624999998
3814,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Zucchini,703511.4388125272,703511.4388125272,55.82375,21921.986624999998
3815,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Medium,High-tech,Strawberries,663324.4105749748,663324.4105749748,55.82375,21921.986624999998
3816,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Roses,839173.6815669234,839173.6815669234,0.0,0.0
3817,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Lettuce,1056920.400270433,1056920.400270433,0.0,0.0
3818,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Spinach,1058406.5750532872,1058406.5750532872,0.0,0.0
3819,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Broccoli,1065108.1452002954,1065108.1452002954,0.0,0.0
3820,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Basil,1012732.9883513508,1012732.9883513508,0.0,0.0
3821,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Tomatoes,1402423.757294922,1402423.757294922,0.0,0.0
3822,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Bell peppers,1228611.2977254344,1228611.2977254344,0.0,0.0
3823,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Zucchini,1005016.3411607532,1005016.3411607532,0.0,0.0
3824,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,Low-tech,Strawberries,947606.3008213926,947606.3008213926,0.0,0.0
3825,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Roses,839173.6815669234,839173.6815669234,35.52252,13949.693604
3826,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Lettuce,1056920.400270433,1056920.400270433,35.52252,13949.693604
3827,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Spinach,1058406.5750532872,1058406.5750532872,35.52252,13949.693604
3828,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Broccoli,1065108.1452002954,1065108.1452002954,35.52252,13949.693604
3829,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Basil,1012732.9883513508,1012732.9883513508,35.52252,13949.693604
3830,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Tomatoes,1402423.757294922,1402423.757294922,35.52252,13949.693604
3831,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Bell peppers,1228611.2977254344,1228611.2977254344,35.52252,13949.693604
3832,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Zucchini,1005016.3411607532,1005016.3411607532,35.52252,13949.693604
3833,"Prescott, Arizona",34.539984,-112.468812,Hoop House,Large,High-tech,Strawberries,947606.3008213926,947606.3008213926,35.52252,13949.693604
3834,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Roses,454518.1191605424,454518.1191605424,38.94528,15293.811455999998
3835,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Lettuce,596967.0644557722,596967.0644557722,38.617920000000005,15165.257184000002
3836,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Spinach,600473.3382467622,600473.3382467622,38.617920000000005,15165.257184000002
3837,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Broccoli,602409.4865047438,602409.4865047438,38.617920000000005,15165.257184000002
3838,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Basil,540478.7081432132,540478.7081432132,38.617920000000005,15165.257184000002
3839,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Tomatoes,768791.3873595407,768791.3873595407,38.617920000000005,15165.257184000002
3840,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Bell peppers,680358.7445726275,680358.7445726275,38.617920000000005,15165.257184000002
3841,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Zucchini,568982.6650245512,568982.6650245512,38.617920000000005,15165.257184000002
3842,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,Low-tech,Strawberries,507679.3763577304,507679.3763577304,38.94528,15293.811455999998
3843,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Roses,454518.1191605424,909036.2383210848,731.2546313990503,209872.19680024858
3844,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Lettuce,596967.0644557722,1193934.1289115443,525.5204688633955,153713.70984185152
3845,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Spinach,600473.3382467622,1200946.6764935243,536.7656285511375,155445.344217638
3846,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Broccoli,602409.4865047438,1204818.9730094876,464.87320483215933,142066.31435826607
3847,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Basil,540478.7081432132,1080957.4162864264,650.1685462837457,188042.19748777116
3848,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Tomatoes,768791.3873595407,1537582.7747190814,879.57595611216,241569.2568629827
3849,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Bell peppers,680358.7445726275,1360717.489145255,744.8641745070746,208392.74646160673
3850,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Zucchini,568982.6650245512,1137965.3300491024,528.4750564677852,153526.64368196292
3851,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Small,High-tech,Strawberries,507679.3763577304,1015358.7527154608,493.93696773960346,154705.85563615698
3852,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Roses,795406.7085309493,795406.7085309493,74.7675,29361.197249999997
3853,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Lettuce,1044692.3627976016,1044692.3627976016,74.07,29087.288999999997
3854,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Spinach,1050828.341931834,1050828.341931834,74.07,29087.288999999997
3855,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Broccoli,1054216.6013833017,1054216.6013833017,74.07,29087.288999999997
3856,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Basil,945837.7392506234,945837.7392506234,74.07,29087.288999999997
3857,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Tomatoes,1345384.9278791964,1345384.9278791964,74.07,29087.288999999997
3858,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Bell peppers,1190627.803002098,1190627.803002098,74.07,29087.288999999997
3859,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Zucchini,995719.6637929648,995719.6637929648,74.07,29087.288999999997
3860,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,Low-tech,Strawberries,888438.9086260283,888438.9086260283,74.7675,29361.197249999997
3861,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Roses,795406.7085309493,1590813.4170618986,1182.8690011964463,341187.28072191717
3862,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Lettuce,1044692.3627976016,2089384.725595203,856.3821732426177,252031.52559082702
3863,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Spinach,1050828.341931834,2101656.683863668,874.3376719308988,254802.81351182656
3864,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Broccoli,1054216.6013833017,2108433.202766604,759.7706337716841,233509.34589174046
3865,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Basil,945837.7392506234,1891675.4785012468,1054.1458100309362,306569.48256468493
3866,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Tomatoes,1345384.9278791964,2690769.8557583927,1421.1538197465268,392261.8466092502
3867,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Bell peppers,1190627.803002098,2381255.606004196,1206.1799669278973,339259.9290309963
3868,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Zucchini,995719.6637929648,1991439.3275859293,860.8677302242477,251642.44752680155
3869,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Medium,High-tech,Strawberries,888438.9086260283,1776877.817252057,806.7601135269545,254269.88587069052
3870,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Roses,1136295.297901356,1136295.297901356,48.6816,19117.264320000002
3871,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Lettuce,1492417.661139431,1492417.661139431,48.272400000000005,18956.571480000002
3872,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Spinach,1501183.3456169055,1501183.3456169055,48.272400000000005,18956.571480000002
3873,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Broccoli,1506023.71626186,1506023.71626186,48.272400000000005,18956.571480000002
3874,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Basil,1351196.7703580332,1351196.7703580332,48.272400000000005,18956.571480000002
3875,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Tomatoes,1921978.4683988525,1921978.4683988525,48.272400000000005,18956.571480000002
3876,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Bell peppers,1700896.861431569,1700896.861431569,48.272400000000005,18956.571480000002
3877,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Zucchini,1422456.6625613784,1422456.6625613784,48.272400000000005,18956.571480000002
3878,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,Low-tech,Strawberries,1269198.4408943264,1269198.4408943264,48.6816,19117.264320000002
3879,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Roses,1136295.297901356,2272590.5958027123,1556.24417274201,443694.16280661745
3880,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Lettuce,1492417.661139431,2984835.322278862,1114.733472766504,323181.6398025376
3881,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Spinach,1501183.3456169055,3002366.691233811,1139.1237882570317,326950.4575176407
3882,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Broccoli,1506023.71626186,3012047.43252372,983.7349941019186,298103.7101869132
3883,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Basil,1351196.7703580332,2702393.5407160665,1382.4757657914,397081.6859414819
3884,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Tomatoes,1921978.4683988525,3843956.936797705,1881.6485364383147,513680.05210847367
3885,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Bell peppers,1700896.861431569,3401793.722863138,1589.6383970716859,441635.2332821014
3886,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Zucchini,1422456.6625613784,2844913.325122757,1120.6547806524586,322586.42119460105
3887,"Prescott, Arizona",34.539984,-112.468812,Greenhouse,Large,High-tech,Strawberries,1269198.4408943264,2538396.881788653,1047.3916966021757,326515.64590575686
3888,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Roses,226980.7080186008,283725.88502325094,2631.95391634139,1033568.3029472639
3889,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Lettuce,282208.5757318104,352760.7196647631,1632.8297201592186,641212.2311065252
3890,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Spinach,282558.143588921,353197.6794861512,1561.508355731369,613204.3312957085
3891,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Broccoli,283734.2806659345,354667.8508324181,1806.7271384427008,709501.7472664486
3892,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Basil,272468.732925881,340585.9161573512,2518.7770742338826,989123.7570516457
3893,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Tomatoes,378258.1864782357,472822.7330977945,2186.0401061979524,858457.9497039359
3894,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Bell peppers,330335.03961989825,412918.7995248728,2069.815785445146,812816.6589443089
3895,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Zucchini,268319.6964261029,335399.6205326285,1538.8046086812549,604288.5698291288
3896,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Small,High-tech,Strawberries,252662.0522620677,315827.5653275846,3070.5254815153407,1205795.3565910743
3897,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Roses,397216.2390325513,496520.2987906892,4605.004349185483,1808385.2079251392
3898,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Lettuce,493865.0075306683,617331.2594133352,2838.0141574049653,1114488.15961293
3899,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Spinach,494476.7512806117,618095.9391007646,2705.7511536880775,1062548.478053308
3900,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Broccoli,496534.99116538535,620668.7389567317,3129.888766821992,1229107.3187309962
3901,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Basil,476820.2826202917,596025.3532753647,4405.125229761667,1729892.6777274064
3902,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Tomatoes,661951.8263369123,827439.7829211403,3813.606896249818,1497603.4281573035
3903,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Bell peppers,578086.3193348219,722607.8991685273,3606.052540185438,1416096.8325308214
3904,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Zucchini,469559.46874568,586949.3359321,2673.48003854435,1049875.6111363661
3905,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Medium,High-tech,Strawberries,442158.59145861847,552698.2393232731,5348.666779452444,2100421.4442909746
3906,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Roses,567451.7700465019,709314.7125581275,6578.361177166346,2583322.4342732243
3907,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Lettuce,705521.4393295262,881901.7991619075,4040.7717884699987,1586811.0813321685
3908,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Spinach,706395.3589723024,882994.1987153781,3846.361469227993,1510466.1489658328
3909,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Broccoli,709335.7016648361,886669.6270810452,4448.646948522861,1746983.6566849274
3910,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Basil,681171.8323147024,851464.790393378,6291.462779229767,2470657.433403529
3911,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Tomatoes,945645.4661955892,1182056.8327444864,5439.61237881137,2136135.781159225
3912,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Bell peppers,825837.5990497455,1032296.998812182,5140.128210788174,2018528.348376516
3913,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Zucchini,670799.2410652571,838499.0513315715,3805.769184398772,1494525.5587133977
3914,"Prescott, Arizona",34.539984,-112.468812,Plant Factory,Large,High-tech,Strawberries,631655.1306551693,789568.9133189616,7623.405704179342,2993711.4200312276
3915,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Roses,333001.578497526,333001.578497526,0.0,0.0
3916,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Lettuce,418194.96154031454,418194.96154031454,0.0,0.0
3917,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Spinach,418804.8524871008,418804.8524871008,0.0,0.0
3918,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Broccoli,420929.2882852019,420929.2882852019,0.0,0.0
3919,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Basil,402078.2356541885,402078.2356541885,0.0,0.0
3920,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Tomatoes,557462.3365664111,557462.3365664111,0.0,0.0
3921,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Bell peppers,487685.9860885643,487685.9860885643,0.0,0.0
3922,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Zucchini,397671.7613210107,397671.7613210107,0.0,0.0
3923,"Bishop, California",37.363679,-118.39524,Hoop House,Small,Low-tech,Strawberries,375484.3031928144,375484.3031928144,0.0,0.0
3924,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Roses,333001.578497526,333001.578497526,29.20896,11470.358592
3925,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Lettuce,418194.96154031454,418194.96154031454,29.20896,11470.358592
3926,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Spinach,418804.8524871008,418804.8524871008,29.20896,11470.358592
3927,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Broccoli,420929.2882852019,420929.2882852019,29.20896,11470.358592
3928,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Basil,402078.2356541885,402078.2356541885,29.20896,11470.358592
3929,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Tomatoes,557462.3365664111,557462.3365664111,29.20896,11470.358592
3930,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Bell peppers,487685.9860885643,487685.9860885643,29.20896,11470.358592
3931,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Zucchini,397671.7613210107,397671.7613210107,29.20896,11470.358592
3932,"Bishop, California",37.363679,-118.39524,Hoop House,Small,High-tech,Strawberries,375484.3031928144,375484.3031928144,29.20896,11470.358592
3933,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Roses,582752.7623706706,582752.7623706706,0.0,0.0
3934,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Lettuce,731841.1826955503,731841.1826955503,0.0,0.0
3935,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Spinach,732908.4918524263,732908.4918524263,0.0,0.0
3936,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Broccoli,736626.2544991033,736626.2544991033,0.0,0.0
3937,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Basil,703636.9123948299,703636.9123948299,0.0,0.0
3938,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Tomatoes,975559.0889912194,975559.0889912194,0.0,0.0
3939,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Bell peppers,853450.4756549876,853450.4756549876,0.0,0.0
3940,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Zucchini,695925.5823117688,695925.5823117688,0.0,0.0
3941,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,Low-tech,Strawberries,657097.530587425,657097.530587425,0.0,0.0
3942,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Roses,582752.7623706706,582752.7623706706,55.82375,21921.986624999998
3943,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Lettuce,731841.1826955503,731841.1826955503,55.82375,21921.986624999998
3944,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Spinach,732908.4918524263,732908.4918524263,55.82375,21921.986624999998
3945,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Broccoli,736626.2544991033,736626.2544991033,55.82375,21921.986624999998
3946,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Basil,703636.9123948299,703636.9123948299,55.82375,21921.986624999998
3947,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Tomatoes,975559.0889912194,975559.0889912194,55.82375,21921.986624999998
3948,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Bell peppers,853450.4756549876,853450.4756549876,55.82375,21921.986624999998
3949,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Zucchini,695925.5823117688,695925.5823117688,55.82375,21921.986624999998
3950,"Bishop, California",37.363679,-118.39524,Hoop House,Medium,High-tech,Strawberries,657097.530587425,657097.530587425,55.82375,21921.986624999998
3951,"Bishop, California",37.363679,-118.39524,Hoop House,Large,Low-tech,Roses,832503.9462438151,832503.9462438151,0.0,0.0
3952,"Bishop, California",37.363679,-118.39524,Hoop House,Large,Low-tech,Lettuce,1045487.403850786,1045487.403850786,0.0,0.0
3953,"Bishop, California",37.363679,-118.39524,Hoop House,Large,Low-tech,Spinach,1047012.131217752,1047012.131217752,0.0,0.0
