Location,Latitude,Longitude,Facility Type,Facility Size,Technology Level,Crop,Evapotranspiration (L/year),Annual Water Consumption (L/year),Annual Energy Consumption (MWh/year),Annual CO2 Emissions (kg CO2-eq/year)
"Charleston, West Virginia",38.3498,-81.6326,Hoop House,Large,High-tech,Strawberries,711183.6841,711183.6841,35.52252,13949.6936
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Roses,317856.8661,317856.8661,38.94528,15293.81146
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Lettuce,413077.3653,413077.3653,38.61792,15165.25718
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Spinach,416025.6925,416025.6925,38.61792,15165.25718
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Broccoli,413824.3422,413824.3422,38.61792,15165.25718
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Basil,378017.6064,378017.6064,38.94528,15293.81146
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Tomatoes,544442.075,544442.075,38.94528,15293.81146
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Bell peppers,478818.2737,478818.2737,38.94528,15293.81146
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Zucchini,393989.2547,393989.2547,38.61792,15165.25718
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,Low-tech,Strawberries,351830.9545,351830.9545,38.94528,15293.81146
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Roses,338956.2769,677912.5538,964.5287688,279889.7664
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Lettuce,438597.8954,877195.7907,678.704142,192342.5364
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Spinach,441975.4306,883950.8613,691.6353763,194718.6352
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Broccoli,438024.63,876049.2599,585.8815544,172053.7148
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Basil,403030.6418,806061.2837,857.2149827,248931.8935
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Tomatoes,583752.5697,1167505.139,1156.277641,316894.3471
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Bell peppers,511919.3246,1023838.649,981.5169561,271337.4462
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Zucchini,418460.8306,836921.6612,685.0346135,193101.7622
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Small,High-tech,Strawberries,373455.0554,746910.1108,675.0876065,214017.5066
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Roses,556249.5158,556249.5158,74.7675,29361.19725
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Lettuce,722885.3893,722885.3893,74.07,29087.289
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Spinach,728044.9619,728044.9619,74.07,29087.289
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Broccoli,724192.5989,724192.5989,74.07,29087.289
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Basil,661530.8111,661530.8111,74.7675,29361.19725
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Tomatoes,952773.6313,952773.6313,74.7675,29361.19725
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Bell peppers,837931.9789,837931.9789,74.7675,29361.19725
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Zucchini,689481.1957,689481.1957,74.07,29087.289
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,Low-tech,Strawberries,615704.1703,615704.1703,74.7675,29361.19725
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Roses,593173.4846,1186346.969,1561.410931,456513.7715
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Lettuce,767546.3169,1535092.634,1099.183437,313331.3103
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Spinach,773457.0036,1546914.007,1119.96157,317074.8729
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Broccoli,766543.1024,1533086.205,951.192427,281108.8406
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Basil,705303.6232,1410607.246,1387.24704,406070.3785
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Tomatoes,1021566.997,2043133.994,1860.003049,512709.417
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Bell peppers,895858.8181,1791717.636,1581.708792,439872.7686
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Zucchini,732306.4535,1464612.907,1109.226733,314425.942
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Medium,High-tech,Strawberries,653546.3469,1307092.694,1104.251998,353637.4742
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Roses,794642.1654,794642.1654,48.6816,19117.26432
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Lettuce,1032693.413,1032693.413,48.2724,18956.57148
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Spinach,1040064.231,1040064.231,48.2724,18956.57148
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Broccoli,1034560.856,1034560.856,48.2724,18956.57148
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Basil,945044.0159,945044.0159,48.6816,19117.26432
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Tomatoes,1361105.188,1361105.188,48.6816,19117.26432
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Bell peppers,1197045.684,1197045.684,48.6816,19117.26432
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Zucchini,984973.1368,984973.1368,48.2724,18956.57148
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,Low-tech,Strawberries,879577.3862,879577.3862,48.6816,19117.26432
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Roses,847390.6922,1694781.384,2075.130893,603130.6011
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Lettuce,1096494.738,2192989.477,1443.092538,406137.8962
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Spinach,1104938.577,2209877.153,1471.418036,411180.5285
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Broccoli,1095061.575,2190123.15,1242.585969,362604.1279
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Basil,1007576.605,2015153.209,1836.943808,533966.6222
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Tomatoes,1459381.424,2918762.848,2474.799995,677182.1407
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Bell peppers,1279798.312,2559596.623,2097.147487,578104.5091
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Zucchini,1046152.076,2092304.153,1456.691785,407533.5767
"Charleston, West Virginia",38.3498,-81.6326,Greenhouse,Large,High-tech,Strawberries,933637.6385,1867275.277,1458.121255,465229.0185
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Roses,158782.0526,198477.5658,2710.042964,1064233.872
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Lettuce,196748.319,245935.3988,1683.762928,661213.7019
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Spinach,197010.0921,246262.6151,1670.078286,655839.7431
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Broccoli,197503.5738,246879.4672,1890.87463,742546.4673
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Basil,190827.6207,238534.5259,2624.187999,1030518.627
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Tomatoes,265368.4444,331710.5555,2419.371429,950087.1601
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Bell peppers,231292.2171,289115.2714,2255.280274,885648.5634
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Zucchini,187076.8024,233846.003,1592.52898,625386.1306
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Small,High-tech,Strawberries,176552.8101,220691.0126,3221.447496,1265062.432
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Roses,277868.5921,347335.7402,4723.826828,1855046.796
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Lettuce,344309.5583,430386.9478,2911.870089,1143491.384
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Spinach,344767.6612,430959.5765,2871.717814,1127723.586
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Broccoli,345631.2541,432039.0676,3257.842386,1279354.705
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Basil,333948.3363,417435.4203,4566.25113,1793166.819
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Tomatoes,464394.7777,580493.4721,4173.054778,1638758.611
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Bell peppers,404761.3799,505951.7249,3891.656063,1528253.336
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Zucchini,327384.4042,409230.5052,2751.111866,1080361.63
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Medium,High-tech,Strawberries,308967.4176,386209.2721,5580.925949,2191629.62
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Roses,396955.1316,496193.9145,6734.905797,2644797.507
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Lettuce,491870.7975,614838.4969,4135.636812,1624064.576
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Spinach,492525.2303,615656.5378,4065.642681,1596577.881
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Broccoli,493758.9344,617198.6681,4617.182628,1813167.618
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Basil,477069.0518,596336.3148,6504.400293,2554277.995
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Tomatoes,663421.111,829276.3887,5917.179932,2323676.559
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Bell peppers,578230.5428,722788.1785,5519.429486,2167479.959
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Zucchini,467692.006,584615.0074,3905.674826,1533758.504
"Charleston, West Virginia",38.3498,-81.6326,Plant Factory,Large,High-tech,Strawberries,441382.0252,551727.5315,7931.696663,3114777.28
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Roses,247986.0289,247986.0289,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Lettuce,306506.2035,306506.2035,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Spinach,307027.4951,307027.4951,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Broccoli,306609.3994,306609.3994,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Basil,300019.3703,300019.3703,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Tomatoes,418626.5916,418626.5916,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Bell peppers,363490.4338,363490.4338,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Zucchini,291511.2389,291511.2389,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,Low-tech,Strawberries,277158.8345,277158.8345,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Roses,258300.569,258300.569,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Lettuce,317793.4436,317793.4436,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Spinach,318353.2724,318353.2724,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Broccoli,317366.7906,317366.7906,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Basil,312626.3064,312626.3064,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Tomatoes,437010.846,437010.846,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Bell peppers,378642.9352,378642.9352,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Zucchini,302258.5233,302258.5233,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Small,High-tech,Strawberries,287903.3996,287903.3996,29.20896,11470.35859
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Roses,433975.5505,433975.5505,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Lettuce,536385.8561,536385.8561,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Spinach,537298.1164,537298.1164,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Broccoli,536566.449,536566.449,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Basil,525033.8981,525033.8981,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Tomatoes,732596.5353,732596.5353,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Bell peppers,636108.2591,636108.2591,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Zucchini,510144.6681,510144.6681,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,Low-tech,Strawberries,485027.9603,485027.9603,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Roses,452025.9958,452025.9958,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Lettuce,556138.5263,556138.5263,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Spinach,557118.2268,557118.2268,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Broccoli,555391.8836,555391.8836,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Basil,547096.0361,547096.0361,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Tomatoes,764768.9805,764768.9805,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Bell peppers,662625.1365,662625.1365,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Zucchini,528952.4158,528952.4158,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Medium,High-tech,Strawberries,503830.9494,503830.9494,55.82375,21921.98662
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Roses,619965.0722,619965.0722,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Lettuce,766265.5087,766265.5087,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Spinach,767568.7378,767568.7378,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Broccoli,766523.4986,766523.4986,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Basil,750048.4258,750048.4258,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Tomatoes,1046566.479,1046566.479,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Bell peppers,908726.0844,908726.0844,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Zucchini,728778.0972,728778.0972,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,Low-tech,Strawberries,692897.0862,692897.0862,0,0
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Roses,645751.4225,645751.4225,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Lettuce,794483.609,794483.609,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Spinach,795883.1811,795883.1811,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Broccoli,793416.9766,793416.9766,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Basil,781565.7659,781565.7659,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Tomatoes,1092527.115,1092527.115,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Bell peppers,946607.3379,946607.3379,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Zucchini,755646.3082,755646.3082,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Hoop House,Large,High-tech,Strawberries,719758.4991,719758.4991,35.52252,13949.6936
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Roses,322649.1114,322649.1114,38.94528,15293.81146
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Lettuce,418888.0304,418888.0304,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Spinach,421932.4431,421932.4431,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Broccoli,419335.2388,419335.2388,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Basil,384342.5205,384342.5205,38.94528,15293.81146
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Tomatoes,552839.5557,552839.5557,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Bell peppers,485781.4858,485781.4858,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Zucchini,399560.2466,399560.2466,38.61792,15165.25718
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,Low-tech,Strawberries,357531.906,357531.906,38.94528,15293.81146
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Roses,343185.9146,686371.8292,928.833902,269033.1119
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Lettuce,443585.697,887171.394,665.9904614,188413.7781
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Spinach,447059.4853,894118.9706,678.1919306,190933.2853
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Broccoli,442656.8914,885313.7828,573.2667467,167614.9823
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Basil,408775.2186,817550.4372,833.2725115,241866.534
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Tomatoes,591325.0437,1182650.087,1122.6806,306513.9462
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Bell peppers,518063.9013,1036127.803,952.6602618,262796.7025
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Zucchini,423250.1254,846500.2508,671.7312047,189324.4076
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Small,High-tech,Strawberries,378475.4368,756950.8735,653.0406154,207636.4256
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Roses,564635.9449,564635.9449,74.7675,29361.19725
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Lettuce,733054.0532,733054.0532,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Spinach,738381.7755,738381.7755,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Broccoli,733836.6679,733836.6679,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Basil,672599.4109,672599.4109,74.7675,29361.19725
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Tomatoes,967469.2225,967469.2225,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Bell peppers,850117.6001,850117.6001,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Zucchini,699230.4315,699230.4315,74.07,29087.289
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,Low-tech,Strawberries,625680.8355,625680.8355,74.7675,29361.19725
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Roses,600575.3506,1201150.701,1502.410457,438410.9304
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Lettuce,776274.9697,1552549.939,1079.177934,306968.6643
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Spinach,782354.0993,1564708.199,1098.750863,310987.4005
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Broccoli,774649.5599,1549299.12,931.2142117,273905.7365
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Basil,715356.6326,1430713.265,1346.553025,393973.4428
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Tomatoes,1034818.826,2069637.653,1806.371017,495828.2596
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Bell peppers,906611.8273,1813223.655,1535.658186,425977.6075
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Zucchini,740687.7195,1481375.439,1088.225091,308340.4808
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Medium,High-tech,Strawberries,662332.0143,1324664.029,1068.394886,343120.8663
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Roses,806622.7785,806622.7785,48.6816,19117.26432
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Lettuce,1047220.076,1047220.076,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Spinach,1054831.108,1054831.108,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Broccoli,1048338.097,1048338.097,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Basil,960856.3012,960856.3012,48.6816,19117.26432
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Tomatoes,1382098.889,1382098.889,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Bell peppers,1214453.714,1214453.714,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Zucchini,998900.6165,998900.6165,48.2724,18956.57148
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,Low-tech,Strawberries,893829.765,893829.765,48.6816,19117.26432
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Roses,857964.7865,1715929.573,1993.968455,578074.4235
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Lettuce,1108964.242,2217928.485,1416.144015,397422.78
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Spinach,1117648.713,2235297.426,1442.79882,402876.0105
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Broccoli,1106642.228,2213284.457,1215.255102,352639.2935
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Basil,1021938.047,2043876.093,1779.670678,516884.1164
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Tomatoes,1478312.609,2956625.218,2402.469118,654220.8722
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Bell peppers,1295159.753,2590319.507,2035.273841,559285.3888
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Zucchini,1058125.314,2116250.627,1428.33826,399220.1817
"Baltimore, Maryland",39.2905,-76.6104,Greenhouse,Large,High-tech,Strawberries,946188.5919,1892377.184,1408.857149,450673.8865
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Roses,159701.5205,199626.9007,2719.112052,1067795.303
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Lettuce,197392.3435,246740.4294,1690.654703,663920.1017
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Spinach,197656.6677,247070.8346,1673.421467,657152.6101
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Broccoli,198000.9117,247501.1396,1893.515707,743583.618
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Basil,191883.0489,239853.8111,2633.039188,1033994.489
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Tomatoes,267046.8836,333808.6045,2426.532364,952899.2594
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Bell peppers,232535.3481,290669.1851,2259.485735,887300.0482
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Zucchini,187690.2395,234612.7994,1599.434769,628098.0336
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Small,High-tech,Strawberries,177224.4374,221530.5467,3226.149887,1266909.06
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Roses,279477.6609,349347.0762,4738.190667,1860687.475
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Lettuce,345436.6011,431795.7514,2923.421119,1148027.473
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Spinach,345899.1685,432373.9606,2877.087618,1129832.307
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Broccoli,346501.5954,433126.9943,3262.20144,1281066.505
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Basil,335795.3355,419744.1694,4580.268134,1798671.296
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Tomatoes,467332.0463,584165.0578,4184.37282,1643203.206
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Bell peppers,406936.8591,508671.0739,3898.557127,1530963.384
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Zucchini,328457.9191,410572.3989,2762.316478,1084761.681
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Medium,High-tech,Strawberries,310142.7654,387678.4567,5588.718076,2194689.589
"Baltimore, Maryland",39.2905,-76.6104,Plant Factory,Large,High-tech,Roses,399253.8013,499067.2517,6754.333457,2652426.749
